district,city,floor,price,rooms,sq,year,price_per_sq,update_date,offer_url
Stare Miasto,Poznań,0,750000.00,2,59.20,1900,12669.00,2024-07-04,https://www.otodom.pl/pl/oferta/niezwykle-2-pokojowe-mieszkanie-na-starym-miescie-ID4rcXz
Stare Miasto,Poznań,0,380000.00,2,27.45,1900,13843.00,2024-07-04,https://www.otodom.pl/pl/oferta/2-pokoje-w-pieknej-kamienicy-w-scislym-centrum-ID4q1bS
Stare Miasto,Poznań,3,490000.00,1,32.12,1900,15255.00,2024-07-04,https://www.otodom.pl/pl/oferta/klimatyczna-kawalerka-w-sercu-poznania-ID4r4Bd
Stare Miasto,Poznań,1,699800.00,3,69.98,1900,10000.00,2024-07-04,https://www.otodom.pl/pl/oferta/stan-deweloperski-w-rewitalizowanej-kamienicy-ID4r7Qe
Stare Miasto,Poznań,2,850000.00,4,88.76,1900,9576.00,2024-07-04,https://www.otodom.pl/pl/oferta/duze-mieszkanie-stan-deweloperski-centrum-ID4r7GA
Jeżyce,Poznań,0,430000.00,2,38.00,1900,11316.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-38-m-poznan-ID4r70F
Grunwald,Poznań,0,380000.00,2,41.97,1900,9054.00,2024-07-04,https://www.otodom.pl/pl/oferta/gotowiec-inwestycyjny-2500zl-z-najmu-mc-ID4r2iD
Grunwald,Poznań,4,575000.00,5,67.13,1900,8565.00,2024-07-04,https://www.otodom.pl/pl/oferta/okazja-inwestycja-rynek-lazarski-11-5-pokoi-ID4pQy4
Grunwald,Poznań,4,990000.00,2,78.00,1900,12692.00,2024-07-04,https://www.otodom.pl/pl/oferta/wyjatkowe-odnowione-mieszkanie-na-lazarzu-ID4qX8T
Jeżyce,Poznań,3,499000.00,2,58.20,1900,8574.00,2024-07-04,https://www.otodom.pl/pl/oferta/przy-rynku-jezyckim-2pak-zarabiaj-4000zl-mc-ID4qWUT
Stare Miasto,Poznań,3,679000.00,2,43.65,1900,15556.00,2024-07-04,https://www.otodom.pl/pl/oferta/atrakcyjne-mieszkanie-w-centrum-poznania-ID4nUyh
Stare Miasto,Poznań,4,420000.00,2,29.44,1900,14266.00,2024-07-04,https://www.otodom.pl/pl/oferta/2-pokoje-z-balkonem-po-remoncie-w-scislym-centrum-ID4pTRO
Wilda,Poznań,2,979000.00,2,74.00,1900,13230.00,2024-07-04,https://www.otodom.pl/pl/oferta/wyjatkowe-klimatyczne-przestronne-w-kamienicy-ID4qOJt
Grunwald,Poznań,3,459000.00,2,43.39,1900,10578.00,2024-07-04,https://www.otodom.pl/pl/oferta/idealne-m-na-najem-przychod-7500-zl-mc-ID4qO1D
Grunwald,Poznań,2,459000.00,2,43.39,1900,10578.00,2024-07-04,https://www.otodom.pl/pl/oferta/idealne-m-pod-najem-blisko-targow-i-komunikacji-ID4qNKS
Grunwald,Poznań,2,459000.00,2,43.39,1900,10578.00,2024-07-04,https://www.otodom.pl/pl/oferta/balkon-wysokie-sufity-duza-piwnica-w-cenie-ID4qNv5
Grunwald,Poznań,2,680000.00,2,70.37,1900,9663.00,2024-07-04,https://www.otodom.pl/pl/oferta/ladne-2-pokoje-21m-piwnica-oddzielna-kuchnia-ID4qJLC
Grunwald,Poznań,5,460000.00,2,27.48,1900,16739.00,2024-07-04,https://www.otodom.pl/pl/oferta/2-pokoje-pod-klucz-lazarz-odnowiona-kamienica-ID4qIyo
Stare Miasto,Poznań,3,1006980.00,3,51.64,1900,19500.00,2024-07-04,https://www.otodom.pl/pl/oferta/przedwojenna-kamienica-centrum-poznania-ID4qBpF
Stare Miasto,Poznań,0,701778.00,2,37.73,1900,18600.00,2024-07-04,https://www.otodom.pl/pl/oferta/przedwojenna-kamienica-centrum-poznania-park-ID4qBpD
Grunwald,Poznań,3,351000.00,1,23.40,1900,15000.00,2024-07-04,https://www.otodom.pl/pl/oferta/kompaktowe-mieszkanie-w-doskonalej-lokalizacji-ID4qBhl
Stare Miasto,Poznań,2,981200.00,2,44.60,1900,22000.00,2024-07-04,https://www.otodom.pl/pl/oferta/poznan-stary-rynek-wyjatkowe-mieszkanie-2-pokoje-ID4qbPW
Wilda,Poznań,2,899000.00,4,89.90,1900,10000.00,2024-07-04,https://www.otodom.pl/pl/oferta/duze-mieszkanie-w-kamienicy-na-wildzie-swietna-l-ID4ptFi
Jeżyce,Poznań,3,359000.00,2,41.58,1900,8634.00,2024-07-04,https://www.otodom.pl/pl/oferta/przy-rynku-jezyckim-mieszkanie-w-kamienicy-ID4pnob
Grunwald,Poznań,0,699000.00,3,76.53,1900,9134.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-ID4iySM
Jeżyce,Poznań,4,780000.00,1,77.94,1900,10008.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-w-kamienicy-m-p-lokal-uzytkowy-ID4p783
Grunwald,Poznań,0,350000.00,2,48.42,1900,7228.00,2024-07-04,https://www.otodom.pl/pl/oferta/na-parterze-ul-marcelego-mottego-2-pokoje-ID4oFG8
Grunwald,Poznań,4,749000.00,3,71.00,1901,10549.00,2024-07-04,https://www.otodom.pl/pl/oferta/lazarz-klimatyczne-po-gen-remoncie-piwnica-ID4pyOi
Stare Miasto,Poznań,5,580000.00,2,44.00,1901,13182.00,2024-07-04,https://www.otodom.pl/pl/oferta/inwestycja-widok-winda-kamienica-okazja-ID4r5k3
Grunwald,Poznań,4,439000.00,3,61.15,1901,7179.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-do-remontu-ID4nKET
Stare Miasto,Poznań,3,1450000.00,6,167.00,1901,8683.00,2024-07-04,https://www.otodom.pl/pl/oferta/kancelaria-adwokacka-lub-luksusowy-apartament-ce-ID4oVED
Grunwald,Poznań,1,1666500.00,5,151.50,1902,11000.00,2024-07-04,https://www.otodom.pl/pl/oferta/stylowe-mieszkanie-w-przedwojennej-kamienicy-ID4qbto
Wilda,Poznań,0,450000.00,2,37.00,1902,12162.00,2024-07-04,https://www.otodom.pl/pl/oferta/przytulne-mieszkanie-w-spokojnej-okolicy-ID4rdMV
Grunwald,Poznań,4,650000.00,1,34.86,1902,18646.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-z-antresola-10m2-przy-parku-wilsona-ID4qxZt
Grunwald,Poznań,1,1666500.00,5,151.50,1902,11000.00,2024-07-04,https://www.otodom.pl/pl/oferta/klimatyczne-mieszkanie-w-kamienicy-na-lazarzu-ID4qbqa
Stare Miasto,Poznań,1,430000.00,1,32.00,1902,13438.00,2024-07-04,https://www.otodom.pl/pl/oferta/klimatyczna-kawalerka-z-antresola-ul-kramarska-ID4oyxl
Wilda,Poznań,0,539998.00,3,47.70,1903,11321.00,2024-07-04,https://www.otodom.pl/pl/oferta/wykonczone-piekna-kamienica-blisko-centrum-ID4qHuR
Stare Miasto,Poznań,3,777000.00,3,72.79,1903,10675.00,2024-07-04,https://www.otodom.pl/pl/oferta/okazja-trojpak-kawalerek-w-scislym-centrum-ID4qu8G
Grunwald,Poznań,0,950000.00,5,148.70,1903,6389.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-pod-inwestycje-tuz-przy-parku-wilsona-ID4r12P
Stare Miasto,Poznań,4,750000.00,3,72.79,1903,10304.00,2024-07-04,https://www.otodom.pl/pl/oferta/atrakcyjne-dla-inwestora-piekna-kamienica-centrum-ID4qYmc
Wilda,Poznań,3,1250000.00,3,90.42,1903,13824.00,2024-07-04,https://www.otodom.pl/pl/oferta/apartament-w-kamienicy-3-pok-wilda-0-prowizji-ID4qOzz
Wilda,Poznań,2,499000.00,2,50.00,1903,9980.00,2024-07-04,https://www.otodom.pl/pl/oferta/50m2-poznan-wilda-nowa-cena-od-zaraz-piekne-ID4ou94
Jeżyce,Poznań,1,799900.00,3,86.20,1903,9280.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-86-20-m-poznan-ID4pYq6
Stare Miasto,Poznań,3,749000.00,3,72.79,1903,10290.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-inwestycyjne-5-min-od-centrum-ID4po0K
Nowe Miasto,Poznań,3,1361909.00,4,90.80,1903,14999.00,2024-07-04,https://www.otodom.pl/pl/oferta/urokliwe-mieszkanie-w-swietnej-lokalizacji-90m2-ID4nAAl
Wilda,Poznań,3,560000.00,2,72.30,1903,7746.00,2024-07-04,https://www.otodom.pl/pl/oferta/2-pokoje-z-balkonem-w-centrum-72m2-wierzbiecice-ID4mdsy
Wilda,Poznań,2,753585.00,4,71.77,1904,10500.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-w-sasiedztwie-parku-wilda-ID4rmza
Wilda,Poznań,2,1897200.00,4,210.80,1904,9000.00,2024-07-04,https://www.otodom.pl/pl/oferta/210m2-mieszkanie-dla-konesera-ID4rmxM
Stare Miasto,Poznań,2,1499000.00,3,104.00,1904,14413.00,2024-07-04,https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-inwestycja104m-2-lokale-ID4qKXk
Stare Miasto,Poznań,1,999000.00,3,101.30,1904,9862.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-dla-konesera-101m2-ID4qZfN
Wilda,Poznań,2,1362205.00,4,143.39,1904,9500.00,2024-07-04,https://www.otodom.pl/pl/oferta/143m2-mieszkanie-dla-konesera-ID4qVP3
Stare Miasto,Poznań,5,1200000.00,1,350.73,1904,3421.00,2024-07-04,https://www.otodom.pl/pl/oferta/poddasze-w-pieknie-rewitalizowanej-kamienicy-ID4qr6K
Wilda,Poznań,2,722946.00,3,79.53,1904,9090.00,2024-07-04,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-kamienica-28-czerwca-1956r-ID4q9TP
Wilda,Poznań,3,1249000.00,3,90.30,1904,13832.00,2024-07-04,https://www.otodom.pl/pl/oferta/gotowe-od-zaraz-mieszkanie-w-kamienicy-ID4o3Yu
Jeżyce,Poznań,1,2500000.00,4,169.00,1905,14793.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-169-m-poznan-ID4mTDT
Stare Miasto,Poznań,2,549000.00,2,50.00,1905,10980.00,2024-07-04,https://www.otodom.pl/pl/oferta/chwaliszewo-rewitalizowana-kamienica-okazja-ID4rnib
Grunwald,Poznań,3,699000.00,3,74.60,1905,9370.00,2024-07-04,https://www.otodom.pl/pl/oferta/blisko-kaponiery-piekna-podloga-duza-piwnica-ID4qKuC
Nowe Miasto,Poznań,1,445000.00,2,54.71,1905,8134.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-w-spokojnej-okolicy-ID4rmWC
Grunwald,Poznań,2,1730000.00,4,119.10,1905,14526.00,2024-07-04,https://www.otodom.pl/pl/oferta/perelka-w-kamienicy-w-centrum-poznania-ID4rmyo
Wilda,Poznań,4,999900.00,4,105.62,1905,9467.00,2024-07-04,https://www.otodom.pl/pl/oferta/poznan-wilda-kamienica-mieszkanie-105-62m2-okazja-ID4rhFQ
Stare Miasto,Poznań,4,928900.00,2,68.30,1905,13600.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-68-30-m-poznan-ID4rhAA
Stare Miasto,Poznań,1,519500.00,2,36.56,1905,14210.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-36-56-m-poznan-ID4rhAy
Stare Miasto,Poznań,2,692100.00,2,50.15,1905,13801.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-50-15-m-poznan-ID4rhAz
Stare Miasto,Poznań,0,418400.00,1,31.46,1905,13299.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-31-46-m-poznan-ID4rhAx
Stare Miasto,Poznań,4,590000.00,2,41.15,1905,14338.00,2024-07-04,https://www.otodom.pl/pl/oferta/klimatyczne-mieszkanie-z-dusza-w-samym-centrum-ID4qXLw
Grunwald,Poznań,2,760000.00,2,58.00,1905,13103.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-58-m-poznan-ID4rhst
Stare Miasto,Poznań,1,529000.00,2,40.23,1905,13149.00,2024-07-04,https://www.otodom.pl/pl/oferta/2-pokoje-w-sercu-poznania-sw-marcin-40-23m2-ID4rgg0
Jeżyce,Poznań,2,1150000.00,3,95.14,1905,12087.00,2024-07-04,https://www.otodom.pl/pl/oferta/piekne-duze-mieszkanie-95m2-jezyce-roosevelta-ID4qrb8
Stare Miasto,Poznań,2,1640000.00,3,90.78,1905,18066.00,2024-07-04,https://www.otodom.pl/pl/oferta/apartament-w-kamienicy-ul-piekary-ID4qOIl
Wilda,Poznań,5,410000.00,2,29.41,1905,13941.00,2024-07-04,https://www.otodom.pl/pl/oferta/gotowiec-inwestycyjny-nowe-wynajete-kawalerki-ID4nc7v
Jeżyce,Poznań,2,1350000.00,5,113.00,1905,11947.00,2024-07-04,https://www.otodom.pl/pl/oferta/bezposrednio-sprzedam-113m-krasinskiego-kamienica-ID4qgaI
Nowe Miasto,Poznań,1,445000.00,2,54.71,1905,8134.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-w-spokojnej-okolicy-ID4qPwn
Stare Miasto,Poznań,0,635000.00,3,67.00,1905,9478.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-z-potencjalem-w-nowej-cenie-ID4onUz
Jeżyce,Poznań,3,899000.00,3,97.00,1905,9268.00,2024-07-04,https://www.otodom.pl/pl/oferta/apartement-w-kamienicy-poznan-jezyce-mickiewicza-ID4f6AM
Jeżyce,Poznań,1,649000.00,3,55.00,1905,11800.00,2024-07-04,https://www.otodom.pl/pl/oferta/atrakcyjne-mieszkanie-w-kamienicy-w-sercu-jezyc-ID4qVWe
Stare Miasto,Poznań,1,600000.00,2,43.80,1905,13699.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-w-centrum-ul-mostowa-oferta-prywatna-ID2V0DR
Jeżyce,Poznań,1,372000.00,2,36.75,1905,10122.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-do-remontu-w-kamienicy-w-centrum-jezyc-ID4r3q0
Podgórze,Kraków,1,699000.00,2,36.00,2023,19417.00,2024-07-04,https://www.otodom.pl/pl/oferta/ul-lasowka-2-pokoje-aneks-brak-pcc-36m2-ID4qoN1
Stare Miasto,Poznań,3,1050000.00,3,103.56,1905,10139.00,2024-07-04,https://www.otodom.pl/pl/oferta/urokliwe-mieszkanie-w-kamienicy-w-centrum-ID4r21E
Wilda,Poznań,4,999900.00,4,105.62,1905,9467.00,2024-07-04,https://www.otodom.pl/pl/oferta/poznan-wilda-z-balkonem-ID4mAuN
Stare Miasto,Poznań,3,708719.00,1,33.91,1905,20900.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-pod-inwestycje-stary-rynek-ID4qKNb
Wilda,Poznań,4,740000.00,3,86.10,1905,8595.00,2024-07-04,https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-w-kamienicy-w-sercu-wildy-ID4plSu
Wilda,Poznań,3,524000.00,2,44.05,1905,11896.00,2024-07-04,https://www.otodom.pl/pl/oferta/inwestycja-z-potencjalem-2-pok-mieszkanie-wilda-ID4q8Zp
Wilda,Poznań,5,649000.00,2,65.50,1905,9908.00,2024-07-04,https://www.otodom.pl/pl/oferta/wilda-66-m2-kamienica-z-klimatyzacja-ID4q8XO
Stare Miasto,Poznań,2,699700.00,3,80.00,1905,8746.00,2024-07-04,https://www.otodom.pl/pl/oferta/3-pokoje-w-scislym-centrum-z-balkonem-okazja-ID4pK1E
Wilda,Poznań,5,399000.00,1,75.52,1905,5283.00,2024-07-04,https://www.otodom.pl/pl/oferta/klimatyczne-poddasze-na-wildzie-ID4pKyd
Jeżyce,Poznań,3,1174563.00,5,100.39,1905,11700.00,2024-07-04,https://www.otodom.pl/pl/oferta/4pokojowe-mieszkanie-z-widokiem-na-rynek-jezycki-ID4oTQN
Stare Miasto,Poznań,2,699000.00,2,81.00,1905,8630.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-w-centrum-poznania-ul-mostowa-ID4p2hx
Stare Miasto,Poznań,2,779000.00,2,51.85,1905,15024.00,2024-07-04,https://www.otodom.pl/pl/oferta/rezerwacja-piekne-mieszkanie-w-scislym-centrum-ID4oxyW
Stare Miasto,Poznań,2,450000.00,2,30.00,1906,15000.00,2024-07-04,https://www.otodom.pl/pl/oferta/wyremontowane-2-pokoje-jezyce-do-wprowadzenia-sie-ID4ro4n
Jeżyce,Poznań,1,699000.00,3,66.50,1906,10511.00,2024-07-04,https://www.otodom.pl/pl/oferta/atrakcyjna-lokalizacja-kraszewskiego-jezyce-ID4mGyG
Jeżyce,Poznań,4,748000.00,3,84.67,1906,8834.00,2024-07-04,https://www.otodom.pl/pl/oferta/3-pokoje-w-kamienicy-z-winda-ID4rkKB
Jeżyce,Poznań,2,668000.00,3,75.69,1906,8825.00,2024-07-04,https://www.otodom.pl/pl/oferta/jezyce-kamienica-3-pokoje-ID4rkIS
Jeżyce,Poznań,4,399000.00,2,28.93,1906,13792.00,2024-07-04,https://www.otodom.pl/pl/oferta/kawalerka-z-balkonem-na-poddaszu-kamienica-jezyce-ID4rn6i
Jeżyce,Poznań,4,579000.00,2,43.25,1906,13387.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-na-poddaszu-kamienica-z-winda-jezyce-ID4rn6g
Grunwald,Poznań,0,351120.00,1,33.44,1906,10500.00,2024-07-04,https://www.otodom.pl/pl/oferta/przestronna-kawalerka-w-bardzo-dobrej-lokalizacji-ID4rij6
Grunwald,Poznań,0,329385.00,1,31.37,1906,10500.00,2024-07-04,https://www.otodom.pl/pl/oferta/chelmonskiego-stylowa-kawalerka-w-kamienicy-ID4rihz
Jeżyce,Poznań,4,499000.00,2,31.31,1906,15937.00,2024-07-04,https://www.otodom.pl/pl/oferta/rezerwacja-piekna-kaminieca-klimatyzacja-ID4r05l
Jeżyce,Poznań,4,579000.00,2,43.25,1906,13387.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-na-poddaszu-w-kamienicy-z-winda-ID4rboi
Jeżyce,Poznań,3,557410.00,2,46.92,1906,11880.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-do-remontu-kamienica-z-winda-jezyce-ID4q0IV
Stare Miasto,Poznań,4,590000.00,2,64.70,1906,9119.00,2024-07-04,https://www.otodom.pl/pl/oferta/54493-mieszkanie-2-pokojowe-w-centrum-poznania-ID4r62n
Wilda,Poznań,4,1250000.00,4,110.00,1906,11364.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-110m-w-zrewitalizowanej-kamienicy-wilda-ID4kXHi
Wilda,Poznań,3,340000.00,2,44.70,1906,7606.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-dwupokojowe-44-70m2-ul-fabryczna-ID4r4ge
Wilda,Poznań,2,490000.00,3,49.42,1906,9915.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-z-ogrodem-w-centrum-miasta-ID4qFq8
Wilda,Poznań,3,1250000.00,3,90.42,1906,13824.00,2024-07-04,https://www.otodom.pl/pl/oferta/apartament-w-pieknej-kamienicy-do-sprzedazy-ID4qS5K
Jeżyce,Poznań,4,499000.00,2,31.31,1906,15937.00,2024-07-04,https://www.otodom.pl/pl/oferta/stylowe-mieszkanie-na-jezycach-ID4qP7n
Wilda,Poznań,0,1199000.00,3,98.80,1906,12136.00,2024-07-04,https://www.otodom.pl/pl/oferta/klimatyczne-kamienica-parter-w-sercu-wildy-ID4qOJm
Wilda,Poznań,3,599000.00,3,70.65,1906,8478.00,2024-07-04,https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-3-pokojowe-poznan-wilda-ID4qqPt
Jeżyce,Poznań,1,633391.00,2,52.52,1906,12060.00,2024-07-04,https://www.otodom.pl/pl/oferta/dwupak-do-remontu-w-rewitalizowanej-kamienicy-ID4q5bC
Jeżyce,Poznań,2,596030.00,2,52.56,1906,11340.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-do-remontu-w-rewitalizowanej-kamienicy-ID4q0Bc
Jeżyce,Poznań,4,349000.00,1,32.00,1906,10906.00,2024-07-04,https://www.otodom.pl/pl/oferta/kawalerka-od-zaraz-top-lokalizacja-dabrowskiego-35-ID4p9Kl
Wilda,Poznań,0,1209670.00,4,118.00,1906,10251.00,2024-07-04,https://www.otodom.pl/pl/oferta/4-pokoje-wysoki-standard-kamienica-wilda-ID4oQgQ
Grunwald,Poznań,2,499000.00,2,43.80,1907,11393.00,2024-07-04,https://www.otodom.pl/pl/oferta/okazja-rynek-lazarski-2-pokoje-agd-bez-prowizji-ID4qFN2
Wilda,Poznań,3,400000.00,2,48.77,1908,8202.00,2024-07-04,https://www.otodom.pl/pl/oferta/z-balkonem-do-remontu-mozliwe-2-kawalerki-ID4qNQT
Grunwald,Poznań,4,999000.00,7,119.25,1908,8377.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-gotowiec-inwestycyjny-roi-7-7-ID4qRFu
Grunwald,Poznań,3,1016000.00,4,84.70,1908,11995.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-w-kamienicy-obok-parku-wilsona-85-m2-ID4qU2e
Jeżyce,Poznań,1,1100000.00,4,112.00,1908,9821.00,2024-07-04,https://www.otodom.pl/pl/oferta/prestizowe-mieszkanie-w-zabytkowej-kamienicy-ID4qNdL
Wilda,Poznań,0,400000.00,2,46.24,1908,8651.00,2024-07-04,https://www.otodom.pl/pl/oferta/doskonala-inwestycja-do-remontu-mozliwe2-kawalerki-ID4qW1c
Wilda,Poznań,3,279760.00,1,21.52,1908,13000.00,2024-07-04,https://www.otodom.pl/pl/oferta/idealna-inwestycja-lokal-uzytkowy-do-remontu-ID4qUQd
Grunwald,Poznań,4,1290000.00,4,153.80,1908,8388.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-154-m2-przy-parku-wilsona-blisko-mtp-ID4pJHo
Grunwald,Poznań,3,1050000.00,3,98.00,1908,10714.00,2024-07-04,https://www.otodom.pl/pl/oferta/duze-mieszkanie-w-kamienicy-park-wilsona-ID4nwWT
Prądnik Biały,Kraków,4,749000.00,2,42.01,2023,17829.00,2024-07-04,https://www.otodom.pl/pl/oferta/2-pokoje-widok-na-zielen-tramwaj-bez-pcc-ID4qSul
Grunwald,Poznań,1,4400000.00,7,493.50,1909,8916.00,2024-07-04,https://www.otodom.pl/pl/oferta/pol-kamienicy-4-lokale-gotowiec-inwestycyjny-7-3-ID4q8Qk
Jeżyce,Poznań,3,458000.00,2,54.40,1910,8419.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-54-4-m2-jezyce-ID4roMz
Jeżyce,Poznań,4,599000.00,1,145.89,1910,4106.00,2024-07-04,https://www.otodom.pl/pl/oferta/lokal-poznan-jezyce-dabrowskiego-rewitalizacja-ID4pjl5
Jeżyce,Poznań,3,458000.00,2,54.40,1910,8419.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-54-4-m2-jezyce-ID4qWh1
Stare Miasto,Poznań,4,759000.00,2,76.33,1910,9944.00,2024-07-04,https://www.otodom.pl/pl/oferta/jasne-przestronne-z-balkonem-chwaliszewo-ID4qiDb
Wilda,Poznań,1,619000.00,2,69.77,1910,8872.00,2024-07-04,https://www.otodom.pl/pl/oferta/wilda-do-remontu-ID4qNrZ
Jeżyce,Poznań,0,680000.00,3,62.00,1910,10968.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-62-m2-wysoki-standard-ID4qPRU
Stare Miasto,Poznań,1,799000.00,3,92.40,1910,8647.00,2024-07-04,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-na-starym-rynku-okazja-ID4rjsM
Grunwald,Poznań,1,459000.00,2,38.00,1910,12079.00,2024-07-04,https://www.otodom.pl/pl/oferta/bezposrednio-2-pokoje-po-generalnym-remoncie-38m2-ID4rij2
Grunwald,Poznań,0,149900.00,1,15.00,1910,9993.00,2024-07-04,https://www.otodom.pl/pl/oferta/4-mini-kawalerki-wysoka-stopa-zwrotu-ID4r0m7
Stare Miasto,Poznań,0,480000.00,2,32.00,1910,15000.00,2024-07-04,https://www.otodom.pl/pl/oferta/wyjatkowe-2-pokojowe-mieszkanie-w-sercu-miasta-ID4qYHt
Stare Miasto,Poznań,0,900000.00,3,76.00,1910,11842.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-76m2-na-roosevelta-ID4jbFf
Wilda,Poznań,1,490000.00,2,54.14,1910,9051.00,2024-07-04,https://www.otodom.pl/pl/oferta/2-pok-54m2-i-pietro-blisko-rynku-wildeckiego-ID4rajT
